Organization Name,Organization Location,Funding Type,Money Raised,Money Raised Currency,Announced Date,Organization Website,Organization Description,Investor Names,Organization Industries,SIREN
Picsellia,"Toulouse, Midi-Pyrenees, France, Europe",Pre-Seed,,,2021-09-24,https://picsellia.com,"Picsellia is an end-to-end, highly scalable, MLOps Platform, dedicated to Computer Vision.",Acequia Capital (AceCap),"Artificial Intelligence (AI), Computer Vision, Information Technology",
Phaesun,"Vendargues, Languedoc-Roussillon, France, Europe",,,,2021-01-01,http://www.phaesun.com/,"Phaesun is an online seller of generators, electronics, batteries, and accessories.",EEP Africa,"Industrial, Renewable Energy, Solar",
Petit Forestier,"Villepinte, Ile-de-France, France, Europe",,,,2021-04-29,https://www.petitforestier.com/,"Petit Forestier is a transportation company that offers refrigerated vehicles, furniture, containers & storage solutions for its customers.",FOR TALENTS,"Logistics, Rental, Transportation, Warehousing",
Peamux,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-12-01,https://peamux.com,"Peamux is an infrastructure and network operator company that specializes in broadcasting, research and studies.",Indiciel Capital,"Advertising, Broadcasting, Telecommunications",
Payinnov,"Paris, Ile-de-France, France, Europe",Seed,,,2021-11-01,https://Payinnov.io,FINTECH.#WEB3 PAYMENT Gateway Editor for instant online & onsite merchants acceptance of #stablecoins & cryptoassets payments. Plugins + App,,"Bitcoin, Cryptocurrency, E-Commerce, Ethereum, FinTech, Payments, Retail, Web3",
Paragon Mobility,"Sophia Antipolis, Provence-Alpes-Cote d'Azur, France, Europe",Series A,,,2021-05-05,http://www.paragonmobility.com/,Paragon Mobility is a developer of charging and energy distribution operations.,Cycle Group,"Energy, Service Industry",
Paradiso media,"Paris, Ile-de-France, France, Europe",Series A,,,2021-08-31,https://paradisomedia.io,Paradiso media is a podcast studio.,"Alliance Entreprendre, Bpifrance, Swen Capital Partners","Audio, Digital Entertainment, Digital Media, Media and Entertainment, Podcast",
PAOS,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-02-06,https://paos.fr/,PAOS designs solid organic cosmetics and natural cleaning products that can be used without packaging.,"Ahmed Mhiri, Angelsquare","Beauty, Cleaning Products, Health Care, Wellness",
Oxyde Technologies,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-02-01,https://www.oxydetechnologies.co.uk/,Fully automated security validation tool for risk based remediation,,"Artificial Intelligence (AI), Cyber Security, Machine Learning",
Outmind,"Paris, Ile-de-France, France, Europe",Seed,,,2021-12-01,https://outmind.ai,"SaaS allowing to do text searches within all your tools, finding internal information or the right colleague that can help you.",Sharpstone Capital,"Information Technology, Internet, Software",
Osol,"La Bocca, Provence-Alpes-Cote d'Azur, France, Europe",Pre-Seed,,,2021-09-01,https://www.osol.co/,"Osol develops nomadic energy systems that allow business, school, and coworking workspaces to render flexible and modular spaces.",Maxime Paradis,"Battery, Business Information Systems, Business Intelligence, Energy, Smart Home",
Op2Lysis,"Boulogne-billancourt, Ile-de-France, France, Europe",,,,2021-10-06,https://www.op2lysis.com,Op2Lysis develops drugs for hemorrhagic stroke patients.,European Innovation Council,"Biotechnology, Health Care, Life Science, Wellness",
Onestock,"Paris, Ile-de-France, France, Europe",Seed,,,2021-04-06,https://www.onestock-retail.com/en/,OneStock provides an innovative software suite for the retail sector.,Silverfleet Capital,"Retail, Software",529042376
Oledcomm,"Vélizy-villacoublay, Ile-de-France, France, Europe",,,,2021-06-16,https://www.oledcomm.net/,Oledcomm designs and manufactures Dual Use LiFi and Laser communciations Solutions for mission-critical environments.,European Innovation Council,"Information Technology, Optical Communication",
Occarent,"Pexiora, Languedoc-Roussillon, France, Europe",Seed,,,2021-06-10,https://occarent.fr/,Occarent is a rental company that provides long-term rental services of equipment goods.,Crédit Mutuel Equity,"Industrial, Recreational Vehicles, Rental",
Northern Lights Entertainment,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-03-24,https://nebulae.world/about-us/,Video Game Studio and Entertainment company,Acequia Capital (AceCap),"CivicTech, Digital Entertainment, Gaming, GreenTech, Media and Entertainment, MMO Games, Online Games, Video Games",
Nocodeshops,"Courbevoie, Ile-de-France, France, Europe",Pre-Seed,,,2021-11-18,https://nocodeshops.com,Nocodeshops is a software company that helps businesses develop with online marketing tools and eCommerce platforms online.,,"E-Commerce, Marketing, Shopping, Software",
NGE,"Tarascon, Provence-Alpes-Cote d'Azur, France, Europe",,,,2021-10-11,http://www.nge.fr/,NGE is the french independent group entirely devoted/dedicated to public works.,Montefiore Investment,Construction,
NEWBRANDS,"Paris, Ile-de-France, France, Europe",Seed,,,2021-04-07,https://www.newbrands.fr,NewBrands is a SaaS production platform for the textile industry: it enables brands to reduce their costs while simplifying their production,,"SaaS, Software, Supply Chain Management",
NETRIS Pharma,"Lyon, Rhone-Alpes, France, Europe",,,,2021-10-06,http://www.netrispharma.com/,NETRIS Pharma develops therapeutic molecules for treating cancer by targeting dependence receptors for the pharmaceutical industry.,European Innovation Council,"Biotechnology, Health Care, Life Science, Pharmaceutical",
Myr.ai,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-02-03,https://myr.ai,"Stop all the WhatsApp notifications, emails, text messages, spreadsheets, paperwork, and calls at all hours for managing buildings","REACH, Second Century Ventures","Analytics, Consulting, Data Management",
My Auto Specialist,"Puteaux, Ile-de-France, France, Europe",Seed,,,2021-01-31,https://www.monspecialisteauto.com/,My Auto Specialist is a used home inspection service that aims to help automotive market professionals in their digital transition.,Ahmed Mhiri,"Automotive, Boating, Customer Service",
MT Systems,"Perpignan, Languedoc-Roussillon, France, Europe",,,,2021-03-25,http://www.mt-systems.fr,MT Systems is a France company involves in washing of reusable crates for the food industry.,CAPZA,"Food and Beverage, Industrial Automation, Sustainability, Waste Management",
movido,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-04-01,https://www.go-movido.com/,"Movido is a marketplace and SaaS company that offers a wide range of services including mobile, housing, bank accounts, and wifi.",,"Education, Financial Services, Mobile, Real Estate",
movido,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-04-01,https://www.go-movido.com/,"Movido is a marketplace and SaaS company that offers a wide range of services including mobile, housing, bank accounts, and wifi.",,"Education, Financial Services, Mobile, Real Estate",
Moone (Techstars '21),"Paris, Ile-de-France, France, Europe",Seed,,,2021-08-15,https://www.moonehq.com,Actionable team feedback on autopilot for modern teams (ex Think Confluent),Techstars,"Human Resources, SaaS, Software",
Mitrust,"Paris, Ile-de-France, France, Europe",Seed,,,2021-10-20,https://m-itrust.com,"MiTrust is a start-up to the digital world to identify & transfer certified personal data in a transparent, secure and convenient manner.",Open CNP,Internet,
Mindee,"Paris, Ile-de-France, France, Europe",Seed,,,2021-03-01,https://mindee.com,Mindee offers a tailor-made artificial intelligence solution that transforms documents into usable data.,"Swift Ventures, Y Combinator","Artificial Intelligence (AI), Machine Learning, Open Source, SaaS, Web Apps",
Merci Handy,"Paris, Ile-de-France, France, Europe",,,,2021-07-28,https://www.mercihandy.com/,Merci Handy is a cosmetic brand.,Founders Future,"Cosmetics, Lifestyle, Retail",
MeltingSpot,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-12-09,https://meltingspot.io,MeltingSpot is a software adoption platform,Matters,"Embedded Software, Software",
MELIFERA,"Réparsac, Poitou-Charentes, France, Europe",Pre-Seed,,,2021-02-21,https://www.melifera.fr/fr/,Beverage,OBRATORI,Food and Beverage,
Mediflash,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-04-03,https://mediflash.fr,Mediflash is a replacement platform for caregivers.,Marie Outtier,"Health Care, Hospital, Medical",
Mediawan,"Paris, Ile-de-France, France, Europe",Growth Equity,,,2021-03-07,https://www.mediawan.com,Mediawan is one of Europe's independent audiovisual content studios.,Atwater Capital,"Advertising, Broadcasting, Digital Media, Internet, TV Production",815286398
Matcha,"Paris, Ile-de-France, France, Europe",Pre-Seed,,,2021-12-01,https://matcha.co/,Sales Performance for Product-led Companies,Fly Ventures,Software,
Massa,"Paris, Ile-de-France, France, Europe",Seed,,,2021-11-12,https://massa.net/,Massa is a decentralized and scaled blockchain platform.,Acequia Capital (AceCap),Smart Contracts,
Malou,"Paris, Ile-de-France, France, Europe",Pre-Seed,,EUR,2021-09-01,https://malou.io,Malou is a provider of digital marketing solutions for restaurants.,"Frederic Halley, Kima Ventures","Restaurants, Software",
Major,"Oullins, Rhone-Alpes, France, Europe",Pre-Seed,,,2021-03-03,https://www.major.com,Major Corp is an online media company.,Julien Lopizzo,"Business Intelligence, Information Technology, Legal Tech",
Maison Options,"Les Mureaux, Picardie, France, Europe",,,,2021-09-14,https://www.options.fr/,"Maison Options offers the rental of crockery, toppings, event furniture, and catering equipment.",Socadif,"E-Commerce, Furniture, Rental, Shopping",
Luos,"Bordeaux, Aquitaine, France, Europe",,,,2021-06-14,https://www.luos.io,The world’s first open source devtool that makes hardware as agile as software,Starburst Accelerator,"Developer Tools, Embedded Software, Embedded Systems, Open Source, Robotics, Software",
LSA Courtage,"Boulogne, Nord-Pas-de-Calais, France, Europe",,,,2021-01-05,https://www.assurpeople.com/lsa-courtage,LSA Courtage provides car insurance agency solutions for French citizens.,Isai,"Auto Insurance, Consulting, Financial Services, Health Insurance, Insurance, InsurTech",
Lovys,"Paris, Ile-de-France, France, Europe",Series A,,,2021-07-20,https://www.lovys.com,Lovys is an insurance company that offers auto insurance and financial services.,"Adevinta Ventures, Bpifrance, Heartcore Capital, MAIF Avenir, MS&AD Ventures, NewAlpha Asset Management VC, Plug and Play, Portugal Ventures, Raise Ventures, Techstars","Auto Insurance, Financial Services, Insurance, InsurTech",
Lolo Paris,"Paris, Ile-de-France, France, Europe",Seed,,,2021-12-16,https://lolo.paris,Lolo is a young custom made lingerie DNVB.,OBRATORI,"Apparel, E-Commerce, Fashion, Retail",
LIZEE,"Paris, Ile-de-France, France, Europe",Seed,,,2021-03-25,https://www.lizee.co/,LIZEE is a logistics and managed services solution.,,"Logistics, Rental, Supply Chain Management",
LiMM Therapeutics,"Paris, Ile-de-France, France, Europe",,,,2021-01-01,https://www.limmtx.com/,LiMM Therapeutics is a biopharmaceutical company that harnesses the molecular cross-talk between neuronal and innate lymphoid cells.,3xP Global,"Biotechnology, Health Care, Medical Device, Therapeutics",
Limatech,"Voreppe, Rhone-Alpes, France, Europe",Seed,,,2021-02-08,https://www.limatech.energy/en/,Limatech is a lithium-ion battery manufacturing company that provides batteries for aviation with applications across space and defense.,"European Innovation Council, Starburst Accelerator","Aerospace, Battery, Manufacturing",
LETTRIA,"Paris, Ile-de-France, France, Europe",Seed,,,2021-10-01,https://lettria.com,LETTRIA is one of the most advanced Natural Language Processing players in the French-speaking market.,Alain Garnier,"Artificial Intelligence (AI), Education, Software",
Lekaba,"Paris, Ile-de-France, France, Europe",Seed,,,2021-01-27,https://www.lekaba.fr/,Lekaba searches compare and select for you the best eco-responsible alternatives to all everyday actions.,Anthony Nakache,"Information Services, Information Technology",
Léa et Léo,"Hérouville-saint-clair, Basse-Normandie, France, Europe",,,,2021-10-11,https://www.leaetleo.com/,Léa & Léo designs and manages enterprise crèches.,"Swen Capital Partners, Trocadero Capital Partners","Child Care, Children, Enterprise Software",
Lactips,"Saint-jean-bonnefonds, Rhone-Alpes, France, Europe",,,,2021-06-16,http://lactips.com/en/home-lactips-en,Lactips produces water soluble and biodegradable thermoplastic pellets based on milk protein.,European Innovation Council,"Chemical, Industrial, Manufacturing",
La Ruche qui dit Oui,"Paris, Ile-de-France, France, Europe",,,,2021-04-21,http://www.laruchequiditoui.fr/,La Ruche qui dit Oui is an e-commerce platform where users group themselves to buy directly from their local farmers.,Cipio Partners,"Agriculture, Consumer, E-Commerce, E-Commerce Platforms, Food and Beverage, Food Processing",
La Fourche,"La Courneuve, Ile-de-France, France, Europe",Series B,,,2021-01-01,https://lafourche.fr/,La Fourche is a subscription-based platform that offers discounts on everyday organic products.,,"E-Commerce, Internet, Organic",839765062
La Fête du Rosé,"Saint-tropez, Provence-Alpes-Cote d'Azur, France, Europe",Seed,,,2021-05-13,https://www.lafeterose.com/,La Fête du Rosé is a wine producer that produces rosé wine and white wine.,Constellation Brands Ventures,"Wine And Spirits, Winery",
L'intendance,"Paris, Ile-de-France, France, Europe",Seed,,,2021-03-30,https://www.lintendance.co,Lintendance is an online shop for plastic free groceries and reusable containers.,,"Consumer Goods, Cosmetics, E-Commerce, Grocery, Organic, Retail",
Kryll.io,"Valbonne, Provence-Alpes-Cote d'Azur, France, Europe",Series A,,,2021-07-15,https://kryll.io,Kryll.io allows users to build and run powerful crypto trading strategies through a simple drag and drop editor.,,"Blockchain, Cryptocurrency, FinTech, SaaS, Trading Platform",
